id,name,url,id_commerce,reg_date
144,"Estela Plateada de dan Slott y Mike Allred",https://www.buscalibre.cl/libro-estela-plateada-de-dan-slott-y-mike-allred/9788413343624/p/52782809,1,"2020-09-21 16:50:32"
145,"Asombroso Spiderman. Si Este es mi Destino (Marvel Gold)",https://www.buscalibre.cl/libro-asombroso-spiderman-si-este-es-mi-destino-marvel-gold/9788490247631/p/46364035,1,"2020-09-21 16:50:35"
146,"El Poderoso Thor 1. La Saga Comienza",https://www.buscalibre.cl/libro-el-poderoso-thor-1-la-saga-comienza/9788413342528/p/52304043,1,"2020-09-21 16:50:37"
147,"Los Cuatro Fantásticos: Origen",https://www.buscalibre.cl/libro-los-cuatro-fantasticos-origen/9788490946077/p/47452171,1,"2020-09-21 16:50:40"
148,"Blackest Night Omnibus (10Th Anniversary) (libro en Inglés)",https://www.buscalibre.cl/libro-blackest-night-omnibus-10th-anniversary-libro-en-ingles/9781401291198/p/51848028,1,"2020-09-21 16:50:42"
149,"Final Crisis Omnibus (New Printing) (libro en Inglés)",https://www.buscalibre.cl/libro-final-crisis-omnibus-new-printing-libro-en-ingles/9781779501400/p/52047688,1,"2020-09-21 16:50:44"
150,"Batman: Knightfall Omnibus Vol. 1 (libro en Inglés)",https://www.buscalibre.cl/libro-batman-knightfall-omnibus-vol-1-libro-en-ingles/9781401270421/p/48384057,1,"2020-09-21 16:50:47"
151,"Absolute Justice League the World's Greatest Superheroes by Alex Ross &Paul Dini: The World's Greatest Superheroes by Alex Ross and Paul (libro en Inglés)",https://www.buscalibre.cl/libro-absolute-justice-league-the-world-s-greatest-superheroes-by-alex-ross-paul-dini-the-world-s-greatest-superheroes-by-alex-ross-and-paul-libro-en-ingles/9781401273705/p/48387420,1,"2020-09-21 17:01:31"
152,"The Absolute Sandman, Vol. 1 (libro en Inglés)",https://www.buscalibre.cl/libro-the-absolute-sandman-vol-1-libro-en-ingles/9781401210823/p/1829942,1,"2020-09-21 17:01:33"
153,"Batman by Grant Morrison Omnibus Vol. 2 (libro en Inglés)",https://www.buscalibre.cl/libro-batman-by-grant-morrison-omnibus-vol-2-libro-en-ingles/9781401288839/p/51917227,1,"2020-09-21 17:01:35"
154,"Viaje al Centro de la Tierra",https://www.buscalibre.cl/libro-viaje-al-centro-de-la-tierra/9788467050660/p/49017526,1,"2020-09-21 17:01:38"
155,"the complete book of origami,step-by-step instructions in over 1000 diagrams/37 original models",https://www.buscalibre.cl/libro-the-complete-book-of-origamistep-by-step-instructions-in-over-1000-diagrams-37-original-models/9780486258379/p/1533937,1,"2020-09-21 17:01:40"
156,"origami under the sea",https://www.buscalibre.cl/libro-origami-under-the-sea/9780486477848/p/4700344,1,"2020-09-21 17:01:43"
157,"origami insects and their kin,step-by-step instructions in over 1500 diagrams",https://www.buscalibre.cl/libro-origami-insects-and-their-kinstep-by-step-instructions-in-over-1500-diagrams/9780486286020/p/1554710,1,"2020-09-21 17:01:45"
158,"mythological creatures and the chinese zodiac origami",https://www.buscalibre.cl/libro-mythological-creatures-and-the-chinese-zodiac-origami/9780486479514/p/3840614,1,"2020-09-21 17:01:48"
159,"DC Superhéroes Origami",https://www.buscalibre.cl/libro-dc-superheroes-origami/9788415094197/p/47483223,1,"2020-09-21 17:01:50"
160,"Favorite Animals in Origami (Dover Origami Papercraft) (libro en Inglés)",https://www.buscalibre.cl/libro-favorite-animals-in-origami-dover-origami-papercraft-libro-en-ingles/9780486291369/p/1561170,1,"2020-09-21 17:01:55"
161,"Invincible: The Ultimate Collection Volume 12 (libro en Inglés)",https://www.buscalibre.cl/libro-invincible-the-ultimate-collection-volume-12-libro-en-ingles/9781534306585/p/50575680,1,"2020-09-21 17:01:58"
162,"Saga Book Three (libro en Inglés)",https://www.buscalibre.cl/libro-saga-book-three-libro-en-ingles/9781534312210/p/51759124,1,"2020-09-21 17:02:00"
163,"Invincible: The Ultimate Collection Volume 5 (libro en Inglés)",https://www.buscalibre.cl/libro-invincible-the-ultimate-collection-volume-5-libro-en-ingles/9781607061168/p/2642837,1,"2020-09-21 17:02:03"
164,"Teenage Mutant Ninja Turtles: The idw Collection Volume 2 (libro en Inglés)",https://www.buscalibre.cl/libro-teenage-mutant-ninja-turtles-the-idw-collection-volume-2-libro-en-ingles/9781631405396/p/48410562,1,"2020-09-21 17:02:06"
165,"Tales From the dc Dark Multiverse (libro en Inglés)",https://www.buscalibre.cl/libro-tales-from-the-dc-dark-multiverse-libro-en-ingles/9781779501370/p/52043526,1,"2020-09-21 17:02:08"
166,"The Batman who Laughs (libro en Inglés)",https://www.buscalibre.cl/libro-the-batman-who-laughs-libro-en-ingles/9781401294038/p/51976582,1,"2020-09-21 17:02:10"
167,"Dceased (libro en Inglés)",https://www.buscalibre.cl/libro-dceased-libro-en-ingles/9781401294403/p/52040987,1,"2020-09-21 17:02:13"
168,"Vinland Saga 3 (libro en Inglés)",https://www.buscalibre.cl/libro-vinland-saga-3-libro-en-ingles/9781612624228/p/40448457,1,"2020-09-21 17:02:16"
169,"Vinland Saga Vol. 10 (libro en Inglés)",https://www.buscalibre.cl/libro-vinland-saga-vol-10-libro-en-ingles/9781632366306/p/50587378,1,"2020-09-21 17:02:21"
170,"Death Note (All-In-One Edition) (libro en Inglés)",https://www.buscalibre.cl/libro-death-note-all-in-one-edition-libro-en-ingles/9781421597713/p/49250127,1,"2020-09-21 17:02:23"
171,"Berserk Deluxe Volume 1 (libro en Inglés)",https://www.buscalibre.cl/libro-berserk-deluxe-volume-1-libro-en-ingles/9781506711980/p/51598673,1,"2020-09-21 17:02:26"
